objid,ra,dec,u,g,r,i,z,distance
5.82094E+17,229.053433,-0.107429,21.812,20.751,20.371,20.225,20.254,2.438391
5.82094E+17,229.051167,-0.106412,22.122,21.195,20.749,20.651,20.372,2.304522
5.82094E+17,229.057646,-0.107402,22.348,21.369,20.893,20.817,20.601,2.69117
5.82094E+17,229.051778,-0.107764,22.385,21.453,21.089,20.964,20.862,2.338844
5.82094E+17,229.053402,-0.108778,23.513,22.134,21.604,21.295,21.683,2.436334
5.82094E+17,229.054612,-0.11143,21.386,20.304,19.758,19.534,19.594,2.516202
5.82094E+17,229.053557,-0.112332,21.667,20.776,20.433,20.27,20.309,2.45796
5.82094E+17,229.052667,-0.11183,22.299,21.551,21.31,20.897,20.511,2.401899
5.82094E+17,229.055656,-0.111284,24.466,23.222,22.435,22.29,23.194,2.578024
5.82094E+17,229.053965,-0.092273,21.78,20.655,20.261,20.094,20.076,2.648286
5.82094E+17,228.976395,-0.090145,25.547,21.939,20.359,19.239,18.721,2.438158
5.82094E+17,229.045505,-0.121164,24.508,21.779,20.315,19.538,19.08,2.110838
5.82094E+17,229.045556,-0.119645,23.586,22.273,21.889,21.57,22.237,2.081888
5.82094E+17,229.04362,-0.12205,24.064,22.489,22.088,21.748,21.527,2.0273
5.82094E+17,229.043556,-0.11879,24.752,23.185,22.571,22.593,22.486,1.951674
5.82094E+17,229.052431,-0.114962,24.042,22.06,20.458,19.804,19.446,2.4122
5.82094E+17,228.973995,-0.105138,22.487,21.407,21.06,20.967,20.979,2.335527
5.82094E+17,228.976047,-0.127532,22.603,21.858,21.374,21.203,21.032,2.491633
5.82094E+17,228.977376,-0.127083,23.152,21.804,21.501,21.434,21.682,2.408566
5.82094E+17,228.97536,-0.128361,23.778,22.127,21.533,21.573,21.574,2.551404
5.82094E+17,228.97746,-0.112182,22.522,21.567,21.086,21.049,21.218,2.133813
5.82094E+17,228.978109,-0.110807,23.763,23.051,22.79,22.173,21.945,2.087328
5.82094E+17,228.983122,-0.079859,23.834,22.197,21.632,21.339,21.193,2.462207
5.82094E+17,228.982045,-0.078863,23.524,22.475,21.908,21.734,21.595,2.550197
5.82094E+17,228.981652,-0.079411,24.104,22.413,22.203,21.869,21.84,2.544902
5.82094E+17,228.980102,-0.079436,24.067,23.289,22.775,22.421,22.012,2.612936
5.82094E+17,228.98589,-0.140328,22.563,21.484,21.269,21.042,21.161,2.514526
5.82094E+17,228.984821,-0.14005,23.044,21.81,21.383,21.327,21.148,2.543638
5.82094E+17,228.984655,-0.142027,23.344,22.319,21.865,21.706,21.546,2.640272
5.82094E+17,228.984529,-0.139238,23.292,23.121,22.769,22.344,21.605,2.519
5.82094E+17,228.990166,-0.135434,22.605,21.385,21.156,20.857,20.916,2.124704
5.82094E+17,228.984279,-0.134174,22.512,21.44,20.966,20.94,20.743,2.314524
5.82094E+17,228.989968,-0.13709,22.209,21.53,21.22,21.091,21.732,2.209355
5.82094E+17,228.987469,-0.13551,22.797,21.977,21.652,21.692,21.8,2.234927
5.82094E+17,228.988014,-0.136099,22.928,22.211,22.01,21.852,22.566,2.239137
5.82094E+17,228.986317,-0.134554,22.875,22.514,21.88,22.021,21.479,2.241676
5.82094E+17,228.987389,-0.137298,23.829,23.98,22.856,22.245,22.071,2.317895
5.82094E+17,228.985497,-0.134107,24.717,23.148,22.947,22.261,21.457,2.258302
5.82094E+17,228.992261,-0.141303,22.514,22.673,22.532,22.379,22.058,2.337443
5.82094E+17,229.001434,-0.069327,22.437,22.015,21.704,21.643,21.391,2.430017
5.82094E+17,229.00052,-0.069658,24.214,23.002,22.445,22.23,22.524,2.427057
5.82094E+17,229.017161,-0.074131,22.505,21.537,21.118,20.991,21.137,2.060794
5.82094E+17,229.017474,-0.075577,23.806,23.083,22.605,22.348,22.778,1.977388
5.82094E+17,229.018056,-0.148706,22.609,21.812,21.416,21.576,21.358,2.450727
5.82094E+17,229.017356,-0.148576,22.811,21.561,21.2,21.075,21.162,2.437915
5.82094E+17,229.018478,-0.143433,22.206,21.719,21.205,21.137,20.871,2.141235
5.82094E+17,229.019427,-0.141832,22.358,21.411,21.056,20.824,20.846,2.056716
5.82094E+17,229.031847,-0.075257,22.446,21.564,21.226,21.121,21.2,2.283169
5.82094E+17,229.031137,-0.076923,23.165,22.008,21.612,21.532,21.614,2.175355
5.82094E+17,229.032823,-0.076076,25.127,22.956,22.747,21.997,22.314,2.271217
5.82094E+17,229.03256,-0.069609,22.354,21.459,21.238,21.05,21.071,2.601333
5.82094E+17,229.030428,-0.067254,24.097,23.209,22.559,22.49,22.178,2.674763
5.82094E+17,229.037423,-0.142814,22.475,21.349,20.979,20.779,20.552,2.548678
5.82094E+17,229.040429,-0.139933,22.647,21.593,21.15,21.135,20.907,2.524545
5.82094E+17,229.039434,-0.14072,22.21,21.611,21.206,21.114,21.497,2.5221
5.82094E+17,229.037966,-0.143421,23.482,22.2,21.479,21.431,20.765,2.597298
5.82094E+17,229.039203,-0.142556,22.929,21.956,21.505,21.414,21.672,2.599799
5.82094E+17,229.038912,-0.139348,24.083,22.441,22.037,22.018,22.418,2.438697
5.82094E+17,229.039794,-0.14378,23.566,22.617,22.258,21.97,22.218,2.679678
5.82094E+17,229.045447,-0.088352,22.359,21.349,20.98,20.986,20.658,2.292423
5.82094E+17,229.049451,-0.086139,22.108,21.257,20.797,20.61,20.508,2.566692
5.82094E+17,229.054717,-0.10253,22.394,21.749,21.304,21.21,21.555,2.537946
5.82094E+17,229.055236,-0.10337,23.126,21.787,21.305,21.347,21.672,2.562586
5.82094E+17,229.054082,-0.102451,24.585,24.9,22.964,21.78,20.787,2.500835
5.82094E+17,229.055171,-0.105035,23.637,22.515,22.034,21.74,22.511,2.549323
5.82094E+17,229.054592,-0.100815,23.997,22.479,22.109,21.935,21.409,2.546383
5.82094E+17,229.053295,-0.102139,23.543,22.737,22.121,22.051,22.121,2.456763
5.82094E+17,228.970175,-0.10507,24.359,22.906,22.441,22.247,22.659,2.56437
5.82094E+17,228.971289,-0.113072,23.102,21.961,21.737,21.688,21.181,2.507746
5.82094E+17,228.972493,-0.118277,24.366,22.936,22.369,22.165,21.991,2.492856
5.82094E+17,228.972766,-0.102128,23.136,22.908,22.622,22.873,22.669,2.429531
5.82094E+17,228.974177,-0.110189,24.968,23.222,23.53,22.839,21.915,2.320433
5.82094E+17,228.974565,-0.095602,23.841,23.281,23.167,22.88,21.698,2.4154
5.82094E+17,228.974033,-0.12986,25.502,23.013,22.372,22.285,22.052,2.664427
5.82094E+17,228.974253,-0.108553,23.083,21.794,21.477,21.206,21.264,2.312912
5.82094E+17,228.974635,-0.111217,23.983,22.159,21.762,21.675,21.46,2.297016
5.82094E+17,228.974401,-0.088104,22.74,21.506,21.105,21.102,21.168,2.600356
5.82094E+17,228.974951,-0.086788,23.146,22.225,21.848,21.761,21.406,2.609176
5.82094E+17,228.975319,-0.089016,25.075,24.242,23.918,22.378,22.369,2.526315
5.82094E+17,228.975993,-0.106052,24.281,22.752,22.209,21.964,22.512,2.212196
5.82094E+17,228.980742,-0.130333,23.861,23.847,21.76,20.476,19.783,2.337365
5.82094E+17,228.980193,-0.131521,23.635,22.721,22.222,22.159,21.691,2.405284
5.82094E+17,228.980413,-0.114043,23.673,21.926,21.592,21.374,21.056,1.974601
5.82094E+17,228.980905,-0.114938,24.279,22.695,22.11,22.09,21.907,1.955916
5.82094E+17,228.981766,-0.12582,22.68,21.741,21.319,21.121,21.181,2.14124
5.82094E+17,228.981853,-0.099023,24.825,22.085,21.728,21.774,22.189,1.93673
5.82094E+17,228.981924,-0.12859,23.219,22.057,21.604,21.692,21.486,2.220051
5.82094E+17,228.981921,-0.127676,22.975,22.484,22.087,21.984,21.634,2.190444
5.82094E+17,228.982089,-0.076081,25.103,22.528,21.371,20.76,20.414,2.666325
5.82094E+17,228.984915,-0.126738,23.925,23.442,23.359,22.394,22.848,2.009062
5.82094E+17,228.982802,-0.123989,25.663,23.447,22.007,20.982,20.412,2.033954
5.82094E+17,228.983957,-0.122121,23.311,22.523,21.958,21.834,22.111,1.921606
5.82094E+17,228.982851,-0.12238,24.277,24.332,22.842,22.911,22.474,1.988164
5.82094E+17,228.984389,-0.1309,23.006,21.636,21.384,21.295,21.408,2.181966
5.82094E+17,228.984751,-0.079073,22.792,21.796,21.443,21.161,21.433,2.426198
5.82094E+17,228.983619,-0.078013,23.836,22.682,22.037,22.108,21.962,2.519129
5.82094E+17,228.987037,-0.078654,23.852,22.429,22.044,21.865,21.371,2.352029
5.82094E+17,228.986655,-0.128847,23.694,23.308,22.965,22.683,22.089,1.998874
5.82094E+17,228.988337,-0.139616,23.144,22.904,22.589,22.339,22.469,2.389005
5.82094E+17,228.988717,-0.076661,23.029,21.554,21.213,21.038,20.72,2.380981
5.82094E+17,228.989908,-0.140961,24.321,22.703,22.249,22.047,22.487,2.397993
5.82094E+17,228.99013,-0.070207,23.123,21.84,21.48,21.334,21.209,2.654542
5.82094E+17,228.99005,-0.070881,23.667,22.741,22.04,21.846,21.442,2.622381
5.82094E+17,228.990739,-0.084834,23.336,21.992,21.548,21.534,20.922,1.928078
5.82094E+17,228.990965,-0.077673,23.672,23.014,22.644,22.299,21.736,2.251934
5.82094E+17,228.996201,-0.073966,24.595,23.222,22.751,22.836,21.938,2.282762
5.82094E+17,228.996385,-0.14845,24.838,23.186,22.596,22.58,22.077,2.608126
5.82094E+17,228.997799,-0.072931,23.138,22.321,22.032,21.865,21.605,2.299591
5.82094E+17,229.002678,-0.065005,22.784,22.081,21.621,21.393,21.492,2.66189
5.82094E+17,229.004443,-0.069969,22.91,21.987,21.633,21.433,22.028,2.348044
5.82094E+17,229.005499,-0.142645,23.5,22.539,22.194,22.396,21.965,2.112619
5.82094E+17,229.006596,-0.139036,24.092,22.157,21.846,21.529,22.514,1.887248
5.82094E+17,229.006353,-0.069418,22.972,21.866,21.528,21.354,20.734,2.358868
5.82094E+17,229.006875,-0.068271,24.184,22.583,22.016,22.033,21.1,2.421968
5.82094E+17,229.009901,-0.145188,23.369,22.781,22.132,22.017,21.627,2.226104
5.82094E+17,229.010139,-0.074824,24.343,23.267,22.871,22.952,21.683,2.008935
5.82094E+17,229.01147,-0.14628,24.575,22.416,21.942,21.741,21.776,2.286169
5.82094E+17,229.013792,-0.150359,22.836,22.06,21.624,21.599,21.978,2.530256
5.82094E+17,229.015873,-0.140968,23.001,21.953,21.462,21.576,21.615,1.974687
5.82094E+17,229.01386,-0.141573,22.669,22.084,21.631,21.526,21.075,2.003361
5.82094E+17,229.016433,-0.067773,23.118,22.306,21.737,21.69,21.587,2.435372
5.82094E+17,229.01882,-0.145386,23.293,22.929,22.502,23.147,22.726,2.260204
5.82094E+17,229.020195,-0.148849,22.821,22.195,21.839,21.846,21.655,2.478966
5.82094E+17,229.020437,-0.075564,23.895,22.355,21.778,21.698,21.098,2.011072
5.82094E+17,229.021302,-0.146744,24.351,22.962,22.445,22.437,21.18,2.36821
5.82094E+17,229.021485,-0.146549,24.366,23.387,23.035,22.494,22.086,2.359225
5.82094E+17,229.022227,-0.142809,22.87,21.679,21.373,21.201,21.071,2.15221
5.82094E+17,229.020432,-0.144063,23.058,21.71,21.331,21.069,20.826,2.200001
5.82094E+17,229.020975,-0.143543,24.015,23.343,22.975,22.415,21.494,2.17659
5.82094E+17,229.025926,-0.14968,22.889,22.969,22.163,22.231,22.164,2.610457
5.82094E+17,229.025278,-0.148449,23.625,22.617,22.2,22.274,22.099,2.528314
5.82094E+17,229.027092,-0.143348,22.894,22.441,22.263,22.251,21.846,2.276545
5.82094E+17,229.027246,-0.148089,22.944,21.644,21.33,21.083,21.251,2.545437
5.82094E+17,229.031592,-0.143604,24.568,22.522,21.915,21.903,22.244,2.404943
5.82094E+17,229.028601,-0.144408,24.062,22.675,21.961,22.03,21.303,2.370344
5.82094E+17,229.030407,-0.144511,25.043,23.003,22.242,22.561,21.883,2.421273
5.82094E+17,229.031977,-0.135961,22.651,21.503,21.152,21.12,20.673,2.024418
5.82094E+17,229.032792,-0.135484,23.164,22.945,22.535,22.169,22.244,2.029472
5.82094E+17,229.033562,-0.073281,23.495,23.313,22.528,22.447,21.919,2.437499
5.82094E+17,229.03482,-0.078121,23.537,23.162,22.619,22.45,21.268,2.236639
5.82094E+17,229.036175,-0.076255,24.345,22.243,21.85,21.733,21.897,2.375029
5.82094E+17,229.037059,-0.070972,23.691,23.699,23.907,22.079,21.426,2.666074
5.82094E+17,229.037156,-0.070747,23.828,22.914,22.604,22.194,21.876,2.680584
5.82094E+17,229.037826,-0.086823,24.88,23.159,22.769,22.411,21.954,1.974795
5.82094E+17,229.037217,-0.087284,23.497,23.182,22.842,22.63,22.033,1.929053
5.82094E+17,229.037325,-0.131353,24.112,24.203,23.225,22.215,23.413,2.023633
5.82094E+17,229.038425,-0.129456,23.562,23.352,22.868,22.974,22.083,1.997584
5.82094E+17,229.039473,-0.087808,24.541,22.546,22.133,21.921,22.383,2.014517
5.82094E+17,229.040151,-0.089185,23.831,23.034,22.51,22.183,22.528,1.998698
5.82094E+17,229.040392,-0.073691,24.439,22.59,22.102,22.088,22.42,2.651035
5.82094E+17,229.040366,-0.077389,23.808,22.993,22.563,22.283,22.15,2.480546
5.82094E+17,229.040941,-0.136701,23.688,21.707,21.099,20.877,20.585,2.403179
5.82094E+17,229.040841,-0.137586,23.69,22.925,22.412,23.766,22.448,2.437079
5.82094E+17,229.041456,-0.12352,24.373,23.439,22.743,22.531,22.154,1.949634
5.82094E+17,229.040875,-0.079087,22.68,21.431,21.074,20.902,20.926,2.426674
5.82094E+17,229.041663,-0.079956,22.992,23.097,22.726,22.258,22.29,2.422991
5.82094E+17,229.041949,-0.08747,23.354,22.098,21.622,21.422,21.619,2.146106
5.82094E+17,229.042746,-0.082991,23.165,22.116,21.598,21.483,21.475,2.348658
5.82094E+17,229.043946,-0.103159,23.22,22.979,22.472,22.6,22.042,1.89309
5.82094E+17,229.043889,-0.079278,23.702,22.801,22.464,21.846,21.756,2.547692
5.82094E+17,229.044444,-0.078652,23.27,22.969,22.674,22.984,23.637,2.59765
5.82094E+17,229.045118,-0.11006,24.862,25.18,24.413,22.006,21.433,1.942305
5.82094E+17,229.044918,-0.109289,25.312,23.254,22.398,22.681,22.166,1.928203
5.82094E+17,229.046158,-0.134246,23.654,22.657,22.062,22.265,22.047,2.539314
5.82094E+17,229.048266,-0.082784,23.676,22.996,22.311,22.074,22.114,2.617975
5.82094E+17,229.04857,-0.094606,22.514,21.795,21.407,21.266,21.08,2.295958
5.82094E+17,229.048834,-0.102696,23.639,22.488,21.85,21.854,21.859,2.18714
5.82094E+17,229.050176,-0.125997,24.528,23.344,23.302,22.688,22.511,2.483807
5.82094E+17,229.04926,-0.123059,24.591,22.654,22.21,21.886,22.044,2.362297
5.82094E+17,229.049791,-0.091686,24.211,22.933,22.116,22.107,21.952,2.43057
5.82094E+17,229.046848,-0.100578,23.024,22.101,21.59,21.591,21.11,2.093415
5.82094E+17,229.048736,-0.100245,25.217,22.432,22.05,21.805,22.477,2.208346
5.82094E+17,229.050327,-0.114423,23.92,22.159,21.001,20.389,20.09,2.282383
5.82094E+17,229.050237,-0.089059,24.022,22.63,22.009,21.832,21.653,2.522761
5.82094E+17,229.050824,-0.122315,24.037,23.042,22.729,22.4,21.641,2.433587
5.82094E+17,229.051697,-0.093809,23.717,23.178,22.503,22.541,22.419,2.488422
5.82094E+17,229.052339,-0.124983,24.43,22.615,22.031,22.19,22.084,2.577188
5.82094E+17,229.052327,-0.121326,23.543,22.388,22.083,21.59,22.028,2.498927
5.82094E+17,229.054326,-0.098761,24.272,22.779,22.333,22.059,21.75,2.555093
5.82094E+17,229.055531,-0.114698,23.51,23.263,23.171,22.601,22.122,2.593359
5.82094E+17,229.056172,-0.117254,24.521,22.465,22.176,21.997,22.425,2.658432
5.82094E+17,228.974763,-0.112872,23.429,23.672,22.873,23.156,21.867,2.29939
5.82094E+17,228.995379,-0.072119,23.512,23.577,22.359,20.905,20.374,2.404019
5.82094E+17,229.011451,-0.064893,24.443,23.971,22.331,21.78,21.509,2.599668
5.82094E+17,229.041975,-0.075671,25.661,24.169,22.831,22.803,22.37,2.621735
5.82094E+17,229.045364,-0.116192,24.377,23.432,22.859,22.712,21.56,2.011821
5.82094E+17,229.049038,-0.106667,24.877,23.552,22.316,22.187,22.075,2.176242
5.82094E+17,228.996047,-0.067458,24.677,24.364,23.283,21.855,21.472,2.643104
5.82094E+17,229.028411,-0.136773,25.387,24.169,23.206,21.611,20.849,1.9536
5.82094E+17,228.966378,-0.101398,19.362,17.755,17.129,16.905,16.84,2.815037
5.82094E+17,228.967463,-0.102166,21.375,20.217,19.653,19.409,19.311,2.744229
5.82094E+17,228.964682,-0.104023,21.722,20.472,19.998,19.83,19.683,2.897938
5.82094E+17,228.964763,-0.101829,21.964,21.086,20.664,20.514,20.497,2.90745
5.82094E+17,228.963378,-0.104249,23.24,22.249,21.699,21.678,21.008,2.97475
5.82094E+17,228.969148,-0.127909,18.512,16.676,15.951,15.624,15.46,2.873727
5.82094E+17,228.96736,-0.12757,22.73,21.778,21.478,21.4,23.377,2.963784
5.82094E+17,228.972438,-0.134804,16.804,15.435,14.9,14.699,14.626,2.900463
5.82094E+17,228.975698,-0.135447,24.544,22.931,21.098,19.798,19.093,2.761946
5.82094E+17,228.975614,-0.13378,22.745,21.67,21.272,21.203,20.948,2.708081
5.82094E+17,228.976233,-0.134885,24.142,22.779,22.787,23.473,22.781,2.716119
5.82094E+17,228.987716,-0.147215,19.99,18.475,17.836,17.553,17.383,2.782956
5.82094E+17,229.002526,-0.155517,21.971,21.078,20.863,20.708,21.037,2.905198
5.82094E+17,229.003469,-0.15572,22.35,21.529,21.256,20.994,21.645,2.905672
5.82094E+17,229.004144,-0.156867,22.927,21.938,21.373,21.331,21.104,2.965833
5.82094E+17,229.000377,-0.156585,24.283,21.96,21.514,21.686,20.966,2.997284
5.82094E+17,229.022215,-0.062091,21.9,20.941,20.631,20.401,20.404,2.823621
5.82094E+17,229.02275,-0.064043,23.487,22.651,22.456,23.133,21.248,2.71585
5.82094E+17,229.042105,-0.069947,21.828,20.609,20.04,19.872,19.87,2.89127
5.82094E+17,229.042218,-0.069005,21.985,20.767,20.437,20.235,20.386,2.940434
5.82094E+17,229.046315,-0.143176,18.698,17.394,17.48,17.57,17.626,2.906502
5.82094E+17,229.045156,-0.141875,20.264,18.825,18.19,17.919,17.765,2.802055
5.82094E+17,229.043033,-0.14194,22.808,21.69,21.404,21.181,21.112,2.718191
5.82094E+17,229.047557,-0.141711,24.212,23.013,22.409,22.662,21.952,2.896827
5.82094E+17,229.056734,-0.121641,22.859,21.662,21.337,21.202,20.835,2.75663
5.82094E+17,229.05581,-0.086636,18.825,17.75,17.342,17.176,17.121,2.886813
5.82094E+17,229.055788,-0.088492,21.466,20.507,20.15,20.016,19.851,2.837411
5.82094E+17,229.061924,-0.099997,25.171,22.77,22.108,22.144,22.017,2.988262
5.82094E+17,228.965158,-0.121365,21.843,20.7,20.36,20.225,20.357,2.965624
5.82094E+17,228.966571,-0.091284,21.773,20.94,20.513,20.426,20.491,2.95361
5.82094E+17,228.967619,-0.092093,25.801,23.589,22.125,20.509,19.55,2.877968
5.82094E+17,228.966569,-0.098021,21.811,20.974,20.671,20.437,20.452,2.840301
5.82094E+17,228.968135,-0.119852,21.709,20.182,19.642,19.371,19.323,2.769612
5.82094E+17,228.966849,-0.118503,24.225,22.977,22.438,22.134,21.664,2.825474
5.82094E+17,228.970068,-0.122652,21.702,20.725,20.347,20.273,20.09,2.706561
5.82094E+17,228.969945,-0.124821,22.298,21.574,21.281,20.932,20.858,2.757942
5.82094E+17,228.970293,-0.123756,22.769,22.176,21.692,21.524,21.51,2.715834
5.82094E+17,228.970999,-0.126007,22.661,21.943,21.755,21.451,21.52,2.726111
5.82094E+17,228.974638,-0.140019,20.389,18.932,18.307,18.043,17.9,2.981241
5.82094E+17,228.976363,-0.079071,21.848,20.431,20.021,19.838,19.768,2.798956
5.82094E+17,228.981333,-0.143343,21.553,20.533,20.169,19.995,19.853,2.830324
5.82094E+17,228.983163,-0.143227,23.047,21.884,21.412,21.262,21.089,2.752968
5.82094E+17,228.982073,-0.14646,22.682,22.06,21.75,21.462,21.731,2.944242
5.82094E+17,228.980627,-0.143203,24.257,22.561,22.081,21.901,22.018,2.852579
5.82094E+17,228.985372,-0.144973,21.578,20.493,20.007,19.843,19.725,2.75249
5.82094E+17,228.984569,-0.14647,22.499,21.492,21.079,20.953,21.361,2.853373
5.82094E+17,228.98516,-0.146151,23.328,22.451,22.158,21.787,22.223,2.816967
5.82094E+17,228.98827,-0.065042,24.745,24.494,23.059,21.281,20.044,2.978499
5.82094E+17,228.99771,-0.061983,21.355,19.961,19.398,19.168,19.047,2.917083
5.82094E+17,229.013083,-0.153527,23.206,21.849,21.305,21.105,20.8,2.719699
5.82094E+17,229.011084,-0.154129,23.633,24.043,22.869,22.741,22.633,2.757668
5.82094E+17,229.012664,-0.156898,22.3,21.391,21.03,20.839,21.087,2.921884
5.82094E+17,229.014885,-0.059516,21.737,20.803,20.457,20.287,20.297,2.923693
5.82094E+17,229.016753,-0.060291,23.072,21.921,21.644,21.415,21.319,2.884322
5.82094E+17,229.015236,-0.060524,23.27,22.074,21.651,21.641,21.186,2.86429
5.82094E+17,229.018195,-0.153079,20.516,19.066,18.456,18.158,18.05,2.712103
5.82094E+17,229.016942,-0.154219,23.068,22.075,21.672,21.501,21.318,2.772292
5.82094E+17,229.021266,-0.152389,22.744,22.099,21.727,21.561,21.048,2.699574
5.82094E+17,229.021885,-0.154837,24.051,22.745,22.245,22.043,21.36,2.850803
5.82094E+17,229.028038,-0.06439,21.695,20.026,19.361,19.063,19.118,2.783072
5.82094E+17,229.03262,-0.06387,21.5,20.544,20.163,19.991,20.127,2.913547
5.82094E+17,229.02932,-0.06539,21.722,20.676,20.407,20.293,20.179,2.753234
5.82094E+17,229.03124,-0.06209,24.006,22.993,22.39,22.282,22.35,2.979614
5.82094E+17,229.03789,-0.147723,22.043,21.406,21.002,20.893,20.66,2.808847
5.82094E+17,229.036506,-0.149735,21.109,19.957,19.869,19.834,19.95,2.869458
5.82094E+17,229.037613,-0.150348,22.706,21.804,21.304,21.271,20.901,2.934598
5.82094E+17,229.042233,-0.147771,21.528,20.47,20.09,19.909,20.113,2.959012
5.82094E+17,229.040107,-0.147845,22.326,21.562,21.3,21.081,21.153,2.888376
5.82094E+17,229.041193,-0.146406,22.462,21.498,21.091,20.912,20.686,2.856054
5.82094E+17,229.040132,-0.148735,23.585,23.196,22.618,22.715,22.49,2.933324
5.82094E+17,229.045672,-0.075539,21.764,20.589,20.208,20.06,19.903,2.780335
5.82094E+17,229.046964,-0.078019,21.329,20.219,19.721,19.54,19.373,2.735181
5.82094E+17,229.049223,-0.139708,21.665,20.655,20.268,20.012,19.878,2.889618
5.82094E+17,229.051678,-0.137062,22.312,21.521,21.134,21.001,21.077,2.905193
5.82094E+17,229.050949,-0.137235,22.933,21.671,21.253,21.27,21.17,2.876487
5.82094E+17,229.047873,-0.137575,22.778,21.714,21.271,21.098,21.245,2.744979
5.82094E+17,229.049392,-0.137876,23.003,22.476,22.067,21.636,21.021,2.826763
5.82094E+17,229.046891,-0.137371,25.125,23.367,22.547,22.092,21.83,2.692094
5.82094E+17,229.050303,-0.139034,23.837,23.07,22.768,22.635,21.939,2.913052
5.82094E+17,229.049502,-0.080937,21.553,20.481,19.993,19.741,19.803,2.7432
5.82094E+17,229.049113,-0.078915,22.285,21.542,21.094,21.11,21.027,2.798993
5.82094E+17,229.050709,-0.077436,23.546,22.237,21.998,21.569,21.733,2.929261
5.82094E+17,229.049184,-0.077664,22.74,22.482,21.984,21.703,21.692,2.850014
5.82094E+17,229.051148,-0.081499,23.146,22.931,22.164,21.962,21.208,2.803698
5.82094E+17,229.051805,-0.080193,23.913,22.887,22.107,21.819,22.836,2.881121
5.82094E+17,229.051487,-0.133316,21.702,20.428,19.914,19.696,19.669,2.767474
5.82094E+17,229.054117,-0.132741,22.023,20.795,20.525,20.362,20.613,2.883337
5.82094E+17,229.053949,-0.126824,20.511,19.098,18.48,18.193,18.077,2.710037
5.82094E+17,229.054028,-0.129858,24.244,22.109,21.69,21.515,21.405,2.794202
5.82094E+17,229.056518,-0.129023,21.96,20.752,20.369,20.254,20.222,2.905406
5.82094E+17,229.056346,-0.128359,22.289,21.255,20.84,20.679,21.171,2.879122
5.82094E+17,229.056938,-0.097378,21.773,20.854,20.511,20.284,20.517,2.726695
5.82094E+17,229.056921,-0.09565,23.224,21.992,21.651,21.458,21.364,2.752244
5.82094E+17,229.057719,-0.118359,22.027,21.02,20.705,20.456,20.485,2.763209
5.82094E+17,229.060428,-0.117603,21.836,20.762,20.368,20.254,20.263,2.912822
5.82094E+17,229.061414,-0.116734,23.452,23.207,23.11,22.243,21.918,2.961465
5.82094E+17,229.060212,-0.094916,23.412,21.447,19.983,19.085,18.735,2.954283
5.82094E+17,228.992704,-0.153515,22.846,21.938,21.53,21.488,21.486,2.974247
5.82094E+17,229.058974,-0.111664,25.172,22.545,21.027,19.753,19.097,2.778226
5.82094E+17,229.058165,-0.110269,23.652,22.445,21.859,21.629,21.578,2.724695
5.82094E+17,229.058152,-0.112385,24.353,23.08,22.558,22.191,23.055,2.732692
5.82094E+17,228.967903,-0.110546,22.017,21.005,20.657,20.533,20.147,2.697514
5.82094E+17,228.969635,-0.09286,22.516,22.09,21.458,21.302,21.599,2.748567
5.82094E+17,228.973466,-0.137931,22.223,21.471,21.036,20.912,20.934,2.958363
5.82094E+17,228.989299,-0.151913,23.422,22.234,21.695,21.724,21.333,2.977803
5.82094E+17,229.001262,-0.061494,22.447,21.711,21.312,21.152,21.433,2.886618
5.82094E+17,229.001023,-0.063163,23.082,22.448,21.985,21.879,23.083,2.79308
5.82094E+17,229.002022,-0.062482,23.723,22.801,22.237,22.388,21.65,2.818271
5.82094E+17,229.010135,-0.061734,22.231,21.368,20.97,20.903,21.046,2.792515
5.82094E+17,229.010968,-0.062215,22.76,21.992,21.619,21.492,21.347,2.761261
5.82094E+17,229.010023,-0.060805,23.73,23.116,22.276,22.38,21.912,2.848548
5.82094E+17,229.043349,-0.144508,22.942,21.798,21.377,21.382,21.409,2.847026
5.82094E+17,229.041594,-0.144244,24.143,22.483,21.651,21.648,21.072,2.767975
5.82094E+17,229.058964,-0.120735,22.322,21.514,20.974,20.865,21.078,2.870137
5.82094E+17,229.061036,-0.12045,23.507,22.496,21.771,21.931,21.402,2.986048
5.82094E+17,229.060286,-0.120472,23.81,22.949,22.496,22.354,22.003,2.942776
5.82094E+17,229.060277,-0.10287,22.404,21.558,21.114,21.098,21.026,2.866515
5.82094E+17,229.061387,-0.105735,22.79,21.515,21.218,21.039,20.875,2.918985
5.82094E+17,229.062233,-0.104452,22.469,21.771,21.422,21.197,21.502,2.974476
5.82094E+17,229.060499,-0.108503,22.296,22.088,21.719,21.441,21.708,2.86197
5.82094E+17,229.061414,-0.109804,23.355,22.477,21.913,21.71,22.007,2.918441
5.82094E+17,228.964382,-0.107034,23.832,22.574,22.276,22.567,21.528,2.905923
5.82094E+17,228.964668,-0.11451,23.158,22.003,21.087,20.708,20.444,2.912643
5.82094E+17,228.966225,-0.114143,23.746,22.771,22.409,22.005,21.985,2.817138
5.82094E+17,228.96741,-0.095674,22.614,22.093,21.75,21.573,21.674,2.825202
5.82094E+17,228.969475,-0.124324,24.078,23.179,23.154,22.751,21.711,2.773682
5.82094E+17,228.96897,-0.084263,23.978,22.713,22.707,22.152,22.431,2.99643
5.82094E+17,228.970089,-0.088803,23.328,22.178,21.794,21.584,22.249,2.814579
